keys,en,ja,zh
KO_HALVED_MHG,Stun Halved,気絶確率半減,气绝概率半减
KO_NEGATED_MH1,Faint Negated,気絶無効,气绝无效
KO_NEGATED_MHG,Stun Negated,気絶無効,气绝无效
KO_SKILL_MHG,Stun,気絶,气绝
KOKOTO_HOUSE,Kokoto House,ココット村の家,
KUT_KU_CARAPACE,Kut-Ku Carapace,怪鳥の堅殻,怪鸟的坚壳
KUT_KU_COAT,Kut-Ku Coat,クックコート,怪鸟围腰
KUT_KU_COAT_PLUS,Kut-Ku Coat+,クックＧコート,怪鸟Ｇ围腰
KUT_KU_COAT_S,Kut-Ku Coat S,クックＳコート,怪鸟Ｓ围腰
KUT_KU_COAT_U,Kut-Ku Coat U,クックＵコート,怪鸟Ｕ围腰
KUT_KU_COIN,Kut-Ku Coin,怪鳥のコイン,怪鸟的硬币
KUT_KU_EAR,Kut-Ku Ear,怪鳥の耳,怪鸟的耳
KUT_KU_GUARDS,Kut-Ku Guards,クックガード,怪鸟护臂
KUT_KU_GUARDS_PLUS,Kut-Ku Guards+,クックＧガード,怪鸟Ｇ护臂
KUT_KU_GUARDS_S,Kut-Ku Guards S,クックＳガード,怪鸟Ｓ护臂
KUT_KU_GUARDS_U,Kut-Ku Guards U,クックＵガード,怪鸟Ｕ护臂
KUT_KU_MAIL,Kut-Ku Mail,クックメイル,怪鸟铠甲
KUT_KU_MAIL_PLUS,Kut-Ku Mail+,クックＧメイル,怪鸟Ｇ铠甲
KUT_KU_MAIL_S,Kut-Ku Mail S,クックＳメイル,怪鸟Ｓ铠甲
KUT_KU_MAIL_U,Kut-Ku Mail U,クックＵメイル,怪鸟Ｕ铠甲
KUT_KU_SCALE,Kut-Ku Scale,怪鳥の鱗,怪鸟的鳞
KUT_KU_SHELL,Kut-Ku Shell,怪鳥の甲殻,怪鸟的甲壳
KUT_KU_TASSET,Kut-Ku Tasset,クックフォールド,怪鸟腰甲
KUT_KU_TASSET_PLUS,Kut-Ku Tasset+,クックＧフォールド,怪鸟Ｇ腰甲
KUT_KU_TASSET_S,Kut-Ku Tasset S,クックＳフォールド,怪鸟Ｓ腰甲
KUT_KU_TASSET_U,Kut-Ku Tasset U,クックＵフォールド,怪鸟Ｕ腰甲
KUT_KU_VAMBRACES,Kut-Ku Vambraces,クックアーム,怪鸟臂甲
KUT_KU_VAMBRACES_PLUS,Kut-Ku Vambraces+,クックＧアーム,怪鸟Ｇ臂甲
KUT_KU_VAMBRACES_S,Kut-Ku Vambraces S,クックＳアーム,怪鸟Ｓ臂甲
KUT_KU_VAMBRACES_U,Kut-Ku Vambraces U,クックＵアーム,怪鸟Ｕ臂甲
KUT_KU_VEST,Kut-Ku Vest,クックレジスト,怪鸟轻甲
KUT_KU_VEST_PLUS,Kut-Ku Vest+,クックＧレジスト,怪鸟Ｇ轻甲
KUT_KU_VEST_S,Kut-Ku Vest S,クックＳレジスト,怪鸟Ｓ轻甲
KUT_KU_VEST_U,Kut-Ku Vest U,クックＵレジスト,怪鸟Ｕ轻甲
KUT_KU_WEBBING,Kut-Ku Webbing,怪鳥の翼膜,怪鸟的翼膜
KUT_KU_WING,Kut-Ku Wing,怪鳥の翼,怪鸟的翼
LANCE_TICKET,Lance Ticket,ランスチケット,长枪券
LAO_SHAN_CARAPACE,Lao-Shan Carapace,老山龍の堅殻,老山龍的坚壳
LAO_SHAN_CLAW,Lao-Shan Claw,老山龍の爪,老山龍的爪
LAO_SHAN_HEAVY_SHELL,Lao-Shan Heavy Shell,老山龍の重甲,老山龍的重甲
LAO_SHAN_SCALE,Lao-Shan Scale,老山龍の鱗,老山龍的鳞
LAO_SHAN_SCALE_PLUS,Lao-Shan Scale+,老山龍の上鱗,老山龍的上鳞
LAO_SHAN_SHELL,Lao-Shan Shell,老山龍の甲殻,老山龍的甲壳
LAO_SHAN_SPINE,Lao-Shan Spine,老山龍の背甲,老山龍的背甲
LAO_SHAN_THORACIC,Lao-Shan Thoracic,老山龍の堅甲,老山龍的坚甲
LEATHER_ARMOR,Leather Armor,レザーライトメイル,轻革铠甲
LEATHER_ARMOR_PLUS,Leather Armor+,レザーライトＧメイル,轻革Ｇ铠甲
LEATHER_ARMOR_S,Leather Armor S,レザーライトＳメイル,轻革Ｓ铠甲
LEATHER_ARMOR_U,Leather Armor U,レザーライトＵメイル,轻革Ｕ铠甲
LEATHER_BELT,Leather Belt,レザーライトベルト,轻革腰带
LEATHER_BELT_PLUS,Leather Belt+,レザーライトＧベルト,轻革Ｇ腰带
LEATHER_BELT_S,Leather Belt S,レザーライトＳベルト,轻革Ｓ腰带
LEATHER_BELT_U,Leather Belt U,レザーライトＵベルト,轻革Ｕ腰带
LEATHER_HELM,Leather Helm,レザーライトヘルム,轻革头铠
LEATHER_HELM_PLUS,Leather Helm+,レザーライトＧヘルム,轻革Ｇ头铠
LEATHER_HELM_S,Leather Helm S,レザーライトＳヘルム,轻革Ｓ头铠
LEATHER_HELM_U,Leather Helm U,レザーライトＵヘルム,轻革Ｕ头铠
LEATHER_VAMBRACES,Leather Vambraces,レザーライトアーム,轻革臂甲
LEATHER_VAMBRACES_PLUS,Leather Vambraces+,レザーライトＧアーム,轻革Ｇ臂甲
LEATHER_VAMBRACES_S,Leather Vambraces S,レザーライトＳアーム,轻革Ｓ臂甲
LEATHER_VAMBRACES_U,Leather Vambraces U,レザーライトＵアーム,轻革Ｕ臂甲
LEGS,Legs,脚,脚
LG_BONE_HUSK,Lg Bone Husk,カラ骨【大】,空心骨【大】
LG_LOBSTERSHELL,Lg Lobstershell,エビの大殻,虾之大壳
LG_MONSTER_BONE,Lg Monster Bone,竜骨【大】,龙骨【大】
LIFE_PIERCING,Life Piercing,命のピアス,命之耳饰
LIFECRYSTALS,Lifecrystals,生命の粉,生命之粉
LIFEPOWDER,Lifepowder,生命の粉塵,生命之粉尘
LIGHT_BELT,Light Belt,スキンライトベルト,轻皮腰带
LIGHT_BELT_PLUS,Light Belt+,レザーライトＧベルト,轻革Ｇ腰带
LIGHT_BELT_S,Light Belt S,スキンライトＳベルト,轻皮Ｓ腰带
LIGHTCRYSTAL,Lightcrystal,ライトクリスタル,光水晶
LIGHTNING_BUG,Lightning Bug,雷光虫,雷光虫
LOBSTER_GUARDS,Lobster Guards,キングロブスタガード,帝王龙虾护臂
LOBSTER_GUARDS_PLUS,Lobster Guards+,Ｋ・ロブスタＧガード,帝王龙虾Ｇ护臂
LOBSTER_GUARDS_S,Lobster Guards S,Ｋ・ロブスタＳガード,帝王龙虾Ｓ护臂
LOBSTER_HELM,Lobster Helm,キングロブスタヘルム,帝王龙虾头铠
LOBSTER_HELM_PLUS,Lobster Helm+,Ｋ・ロブスタＧヘルム,帝王龙虾Ｇ头铠
LOBSTER_HELM_S,Lobster Helm S,Ｋ・ロブスタＳヘルム,帝王龙虾Ｓ头铠
LOBSTER_MAIL,Lobster Mail,キングロブスタシェル,帝王龙虾之壳
LOBSTER_MAIL_PLUS,Lobster Mail+,Ｋ・ロブスタＧシェル,帝王龙虾Ｇ之壳
LOBSTER_MAIL_S,Lobster Mail S,Ｋ・ロブスタＳシェル,帝王龙虾Ｓ之壳
LOBSTER_VAMBRACES,Lobster Vambraces,キングロブスタアーム,帝王龙虾臂甲
LOBSTER_VAMBRACES_PLUS,Lobster Vambraces+,Ｋ・ロブスタＧアーム,帝王龙虾Ｇ臂甲
LOBSTER_VAMBRACES_S,Lobster Vambraces S,Ｋ・ロブスタＳアーム,帝王龙虾Ｓ臂甲
LOBSTER_VEST,Lobster Vest,キングロブスタスキン,帝王龙虾之皮
LOBSTER_VEST_PLUS,Lobster Vest+,Ｋ・ロブスタＧスキン,帝王龙虾Ｇ之皮
LOBSTER_VEST_S,Lobster Vest S,Ｋ・ロブスタＳスキン,帝王龙虾Ｓ之皮
LONG_KUT_KU_EAR,Long Kut-Ku Ear,怪鳥の地獄耳,怪鸟的地狱耳
LUCKY_METAL_BOOTS,Lucky Metal Boots,ラッキーメタルブーツ,合金靴・运
MACHALITE_ORE,Machalite Ore,マカライト鉱石,燕雀石
MAIDENS_HAT,Maiden's Hat,メイドカチューシャ,女仆发箍
MAIDENS_HAT_PLUS,Maiden's Hat+,メイドＧカチューシャ,女仆Ｇ发箍
MAIDENS_HAT_S,Maiden's Hat S,イエローＳピアス,金雷Ｓ耳饰
MAIDENS_SKIRT,Maiden's Skirt,メイドスカート,女仆短裙
MAIDENS_SKIRT_PLUS,Maiden's Skirt+,メイドＧスカート,女仆Ｇ短裙
MAIDENS_SKIRT_S,Maiden's Skirt S,メイドＳスカート,女仆Ｓ短裙
MAIDENS_SLEEVES,Maiden's Sleeves,メイドカフス,女仆褶袖
MAIDENS_SLEEVES_PLUS,Maiden's Sleeves+,メイドＧカフス,女仆Ｇ褶袖
MAIDENS_SLEEVES_S,Maiden's Sleeves S,メイドＳカフス,女仆Ｓ褶袖
MAIDENS_STOCKINGS,Maiden's Stockings,メイドストッキング,女仆长筒袜
MAIDENS_STOCKINGS_PLUS,Maiden's Stockings+,メイドＧストッキング,女仆Ｇ长筒袜
MAIDENS_STOCKINGS_S,Maiden's Stockings S,メイドＳストッキング,女仆Ｓ长筒袜
MAIDENS_VEST,Maiden's Vest,メイドベスト,女仆背心
MAIDENS_VEST_PLUS,Maiden's Vest+,メイドＧベスト,女仆Ｇ背心
MAIDENS_VEST_S,Maiden's Vest S,メイドＳベスト,女仆Ｓ背心
MAIL_ARMOR,Mail,胸当て,胴装备
MAJESTIC_HORN,Majestic Horn,上質なねじれた角,优质的弯角
MALE,Male,男性,男性
MAP,Map,地図,地图
MASTER_VOLUME,Master,音量,
MASTERS_SKULL,Master’s Skull,達人のドクロ,达人的髑髅
MATERIALS,Materials,生産に必要な素材,所需素材
MED_MONSTER_BONE,Med Monster Bone,竜骨【中】,龙骨【中】
MONOBLOS_CAP,Monoblos Cap,モノブロスキャップ,一角龙软帽
MONOBLOS_CAP_S,Monoblos Cap S,モノブロスＳキャップ,一角龙Ｓ软帽
MONOBLOS_COIN,Monoblos Coin,真紅のコイン,真红的硬币
MONOBLOS_GUARDS,Monoblos Guards,モノブロスガード,一角龙护臂
MONOBLOS_GUARDS_S,Monoblos Guards S,モノブロスＳガード,一角龙Ｓ护臂
MONOBLOS_HEART,Monoblos Heart,モノブロスハート,一角龙的心脏
MONOBLOS_HELM,Monoblos Helm,モノブロスヘルム,一角龙头铠
MONOBLOS_HELM_S,Monoblos Helm S,モノブロスＳヘルム,一角龙Ｓ头铠
MONOBLOS_MAIL,Monoblos Mail,モノブロスメイル,一角龙铠甲
MONOBLOS_MAIL_S,Monoblos Mail S,モノブロスＳメイル,一角龙Ｓ铠甲
MONOBLOS_SHELL,Monoblos Shell,一角竜の甲殻,一角龙的甲壳
MONOBLOS_SPINE,Monoblos Spine,一角竜の背甲,一角龙的背甲
MONOBLOS_VAMBRACES,Monoblos Vambraces,モノブロスアーム,一角龙臂甲
MONOBLOS_VAMBRACES_S,Monoblos Vambraces S,モノブロスＳアーム,一角龙Ｓ臂甲
MONOBLOS_VEST,Monoblos Vest,モノブロスレジスト,一角龙轻甲
MONOBLOS_VEST_S,Monoblos Vest S,モノブロスＳレジスト,一角龙Ｓ轻甲
MONODEVIL_CAP,Monodevil Cap,モノデビルキャップ,白一角龙软帽
MONODEVIL_CAP_S,Monodevil Cap S,モノデビルＳキャップ,白一角龙Ｓ软帽
MONODEVIL_GUARDS,Monodevil Guards,モノデビルガード,白一角龙护臂
MONODEVIL_GUARDS_S,Monodevil Guards S,モノデビルＳガード,白一角龙Ｓ护臂
MONODEVIL_HELM,Monodevil Helm,モノデビルヘルム,白一角龙头铠
MONODEVIL_HELM_S,Monodevil Helm S,モノデビルＳヘルム,白一角龙Ｓ头铠
MONODEVIL_MAIL,Monodevil Mail,モノデビルメイル,白一角龙铠甲
MONODEVIL_MAIL_S,Monodevil Mail S,モノデビルＳメイル,白一角龙Ｓ铠甲
MONODEVIL_VAMBRACES,Monodevil Vambraces,モノデビルアーム,白一角龙臂甲
MONODEVIL_VAMBRACES_S,Monodevil Vambraces S,モノデビルＳアーム,白一角龙Ｓ臂甲
MONODEVIL_VEST,Monodevil Vest,モノデビルレジスト,白一角龙轻甲
MONODEVIL_VEST_S,Monodevil Vest S,モノデビルＳレジスト,白一角龙Ｓ轻甲
MONSTER_BONE_PLUS,Monster Bone+,堅竜骨,坚龙骨
MONSTER_FLUID,Monster Fluid,モンスターの体液,怪物的体液
MONSTER_HUNTER,Monster Hunter,モンスターハンター,怪物猎人
MONSTER_HUNTER_G,Monster Hunter G,モンスターハンターG,怪物猎人G
MOSS_BREASTPLATE,Moss Breastplate,モスブレスト,苔猪胸
MOSS_BREASTPLATE_PLUS,Moss Breastplate+,モスＧブレスト,苔猪Ｇ胸
MOSS_BREASTPLATE_S,Moss Breastplate S,モスＳブレスト,苔猪Ｓ胸
MOSSWINE_HEAD,Mosswine Head,モスの頭,苔猪的头
MOSSWINE_HIDE,Mosswine Hide,モスの苔皮,苔猪的皮
MOSSWINE_MASK,Mosswine Mask,モスフェイク,苔猪伪装头
MOSSWINE_MASK_PLUS,Mosswine Mask+,モスＧフェイク,苔猪Ｇ伪装头
MOSSWINE_MASK_S,Mosswine Mask S,モスＳフェイク,苔猪Ｓ伪装头
MUSIC,Music,音楽,
MUTE,Mute,ミュート,
NAME,Name,名称,
NO_MAP,No Map,地図無効,地图无效
NO_SKILL,No Skill,スキル無し,
NONE,None,なし,无
NORMAL_S_ADD,Normal S Add,通常弾追加,通常弹追加
NORMAL_S_ADD_1,Normal S Add 1,通常弾ＬＶ１追加,通常弹LV1追加
NORMAL_S_ADD_ALL,Normal S Add All,通常弾全レベル追加,通常弹全等级追加
NORMAL_S_UP_ACTIVATED,Normal S Up,通常弾攻撃力UP,通常弹攻击力UP
NORMAL_S_UP_SKILL,Normal S Up,通常弾強化,通常弹强化
NOVACRYSTAL,Novacrystal,ノヴァクリスタル,耀水晶
OK,OK,OK,OK
ONE_HANDED_SWORD_TICKET,One-handed Sword Ticket,片手剣チケット,片手剑券
OPTIONS,Options,選択肢,
OVERWRITE,Overwrite,,
PALE_BONE,Pale Bone,アルビノの中落ち,白化的脊肉
PALE_KHEZU_STEAK,Pale Khezu Steak,アルビノの霜降り,白化的雪花肉
PARALYSIS_DOUBLED_MH1,Stun x 2,麻痺倍加,麻痹倍加
PARALYSIS_DOUBLED_MHG,Paralysis Doubled,麻痺倍加,麻痹倍加
PARALYSIS_HALVED_MH1,Stun Halved,麻痺半減,麻痹半减
PARALYSIS_HALVED_MHG,Paralysis Halved,麻痺半減,麻痹半减
PARALYSIS_NEGATED_MH1,Stun Negated,麻痺無効,麻痹无效
PARALYSIS_NEGATED_MHG,Paralysis Negated,麻痺無効,麻痹无效
PARALYSIS_SKILL,Paralysis,麻痺,麻痹
PAWN_ROOM,Pawn Room,ポーン,步卒小屋
PELLET_S_ADD_1,Pellet S Add 1,散弾ＬＶ１追加,散弹LV1追加
PELLET_S_ADD_2,Pellet S Add 2,散弾ＬＶ1&2追加,散弹LV1&2追加
PELLET_S_ADD_3,Pellet S Add 3,散弾全レベル追加,散弹全等级追加
PELLET_S_ADD_SKILL,Pellet S Add,散弾追加,散弹追加
PELLET_S_UP_ACTIVATED,Pellet S Up,散弾攻撃力UP,散弹攻击力UP
PELLET_S_UP_SKILL,Pellet S Up,散弾強化,散弹强化
PERSONAL_FRILLS,Personal Frills,プライベートフリル,便服褶边裙
PERSONAL_FRILLS_PLUS,Personal Frills+,プライベートＧフリル,便服Ｇ褶边裙
PERSONAL_FRILLS_S,Personal Frills S,プライベートＳフリル,便服Ｓ褶边裙
PERSONAL_HAT,Personal Hat,プライベートグラス,便服眼镜
PERSONAL_HAT_PLUS,Personal Hat+,プライベートＧグラス,便服Ｇ眼镜
PERSONAL_HAT_S,Personal Hat S,プライベートＳグラス,便服Ｓ眼镜
PERSONAL_SLEEVES,Personal Sleeves,プライベートカフス,便服褶袖
PERSONAL_SLEEVES_PLUS,Personal Sleeves+,プライベートＧカフス,便服Ｇ褶袖
PERSONAL_SLEEVES_S,Personal Sleeves S,プライベートＳカフス,便服Ｓ褶袖
PERSONAL_TIGHTS,Personal Tights,プライベートタイツ,便服紧身袜
PERSONAL_TIGHTS_PLUS,Personal Tights+,プライベートＧタイツ,便服Ｇ紧身袜
PERSONAL_TIGHTS_S,Personal Tights S,プライベートＳタイツ,便服Ｓ紧身袜
PERSONAL_VEST,Personal Vest,プライベートベスト,便服背心
PERSONAL_VEST_PLUS,Personal Vest+,プライベートＧベスト,便服Ｇ背心
PERSONAL_VEST_S,Personal Vest S,プライベートＳベスト,便服Ｓ背心
PIERCE_S_ADD_1,Pierce S Add 1,貫通弾ＬＶ１追加,贯通弹LV1追加
PIERCE_S_ADD_2,Pierce S Add 2,貫通弾ＬＶ1&2追加,贯通弹LV1&2追加
PIERCE_S_ADD_3,Pierce S Add 3,貫通弾全レベル追加,贯通弹全等级追加
PIERCE_S_ADD_SKILL,Pierce S Add,貫通弾追加,贯通弹追加
PIERCE_S_UP_ACTIVATED,Pierce S Up,貫通弾攻撃力UP,贯通弹攻击力UP
PIERCE_S_UP_SKILL,Pierce S Up,貫通弾強化,贯通弹强化
PINK_METAL_BOOTS,Pink Metal Boots,ピンクメタルブーツ,合金靴・艳
PINK_METAL_BOOTS_PLUS,Pink Metal Boots+,ピンクメタルＧブーツ,合金Ｇ靴・艳
PINK_METAL_BOOTS_S,Pink Metal Boots S,ピンクメタルＳブーツ,合金Ｓ靴・艳
PINK_RATHIAN_CARAPACE,Pink Rathian Carapace,雌火竜の堅殻,雌火龙的坚壳
PINK_RATHIAN_CLAW,Pink Rathian Claw,桜火竜の翼爪,樱火龙的翼爪
PINK_RATHIAN_PLATE,Pink Rathian Plate,桜火竜の逆鱗,樱火龙的逆鳞
PINK_RATHIAN_RUBY,Pink Rathian Ruby,桜火竜の紅玉,樱火龙的红玉
PINK_RATHIAN_SCALE,Pink Rathian Scale,桜火竜の鱗,樱火龙的鳞
PINK_RATHIAN_SCALE_PLUS,Pink Rathian Scale+,桜火竜の上鱗,樱火龙的上鳞
PINK_RATHIAN_SHELL,Pink Rathian Shell,桜火竜の甲殻,樱火龙的甲壳
PINK_RATHIAN_SPIKE,Pink Rathian Spike,桜火竜の棘,樱火龙的棘
PLESIOTH_CAP,Plesioth Cap,ガノスキャップ,水龙软帽
PLESIOTH_CAP_PLUS,Plesioth Cap+,ガノスＧキャップ,水龙Ｇ软帽
PLESIOTH_CAP_S,Plesioth Cap S,ガノスＳキャップ,水龙Ｓ软帽
PLESIOTH_CAP_U,Plesioth Cap U,ガノスＵキャップ,水龙Ｕ软帽
PLESIOTH_COIN,Plesioth Coin,水竜のコイン,水龙的硬币
PLESIOTH_FIN,Plesioth Fin,水竜のヒレ,水龙的鳍
PLESIOTH_GREAVES,Plesioth Greaves,ガノスグリーヴ,水龙胫甲
PLESIOTH_GREAVES_PLUS,Plesioth Greaves+,ガノスＧグリーヴ,水龙Ｇ胫甲
PLESIOTH_GREAVES_S,Plesioth Greaves S,ガノスＳグリーヴ,水龙Ｓ胫甲
PLESIOTH_GREAVES_U,Plesioth Greaves U,ガノスＵグリーヴ,水龙Ｕ胫甲
PLESIOTH_GUARDS,Plesioth Guards,ガノスガード,水龙护臂
PLESIOTH_GUARDS_PLUS,Plesioth Guards+,ガノスＧガード,水龙Ｇ护臂
PLESIOTH_GUARDS_S,Plesioth Guards S,ガノスＳガード,水龙Ｓ护臂
PLESIOTH_GUARDS_U,Plesioth Guards U,ガノスＵガード,水龙Ｕ护臂
PLESIOTH_HELM,Plesioth Helm,ガノスヘルム,水龙头铠
PLESIOTH_HELM_PLUS,Plesioth Helm+,ガノスＧヘルム,水龙Ｇ头铠
PLESIOTH_HELM_S,Plesioth Helm S,ガノスＳヘルム,水龙Ｓ头铠
PLESIOTH_HELM_U,Plesioth Helm U,ガノスＵヘルム,水龙Ｕ头铠
PLESIOTH_LEGGINGS,Plesioth Leggings,ガノスレギンス,水龙护胫
PLESIOTH_LEGGINGS_PLUS,Plesioth Leggings+,ガノスＧレギンス,水龙Ｇ护胫
PLESIOTH_LEGGINGS_S,Plesioth Leggings S,ガノスＳレギンス,水龙Ｓ护胫
PLESIOTH_LEGGINGS_U,Plesioth Leggings U,ガノスＵレギンス,水龙Ｕ护胫
PLESIOTH_MAIL,Plesioth Mail,ガノスメイル,水龙铠甲
PLESIOTH_MAIL_PLUS,Plesioth Mail+,ガノスＧメイル,水龙Ｇ铠甲
PLESIOTH_MAIL_S,Plesioth Mail S,ガノスＳメイル,水龙Ｓ铠甲
PLESIOTH_MAIL_U,Plesioth Mail U,ガノスＵメイル,水龙Ｕ铠甲
PLESIOTH_SCALE,Plesioth Scale,水竜の鱗,水龙的鳞
PLESIOTH_SCALE_PLUS,Plesioth Scale+,水竜の上鱗,水龙的上鳞
PLESIOTH_TOP_FIN,Plesioth Top Fin,水竜の背ビレ,水龙的背鳍
PLESIOTH_VAMBRACES,Plesioth Vambraces,ガノスアーム,水龙臂甲
PLESIOTH_VAMBRACES_PLUS,Plesioth Vambraces+,ガノスＧアーム,水龙Ｇ臂甲
PLESIOTH_VAMBRACES_S,Plesioth Vambraces S,ガノスＳアーム,水龙Ｓ臂甲
PLESIOTH_VAMBRACES_U,Plesioth Vambraces U,ガノスＵアーム,水龙Ｕ臂甲
PLESIOTH_VEST,Plesioth Vest,ガノスレジスト,水龙轻甲
PLESIOTH_VEST_PLUS,Plesioth Vest+,ガノスＧレジスト,水龙Ｇ轻甲
PLESIOTH_VEST_S,Plesioth Vest S,ガノスＳレジスト,水龙Ｓ轻甲
PLESIOTH_VEST_U,Plesioth Vest U,ガノスＵレジスト,水龙Ｕ轻甲
POISON_DOUBLED,Poison Doubled,毒倍加【×2】,毒倍加【×2】
POISON_HALVED,Poison Halved,毒半減,毒半减
POISON_NEGATED,Poison Negated,毒無効,毒无效
POISON_QUADRUPLED,Poison Quadrupled,毒倍加【×4】,毒倍加【×4】
POISON_SKILL,Poison,毒,毒
POISON_TRIPLED,Poison Tripled,毒倍加【×3】,毒倍加【×3】
POISON_X_2,Poison x 2,毒倍加,毒倍加
POISONOUS_BIRD_COIN,Poisonous Bird Coin,毒怪鳥のコイン,毒怪鸟的硬币
POWER_PIERCING,Power Piercing,力のピアス,力之耳饰
PROTECTION_PIERCING,Protection Piercing,護りのピアス,守护耳饰
PROTECTION_SKILL,Protection,加護,加护
PROVOCATION,Provocation,挑発,挑衅
PS2,PS2,,
PSYCHIC,Psychic,千里眼,千里眼
PURECRYSTAL,Purecrystal,ピュアクリスタル,纯水晶
PURPLE_RUBBERY_HIDE,Purple Rubbery Hide,ゴム質の紫皮,橡胶质的紫皮
QUEEN_ROOM,Queen Room,クイーン,王后套房
QUIT,Quit,抜ける,
RAPID_FIRE,Rapid Fire,連射,连射
RATH_HEART_CAP,Rath Heart Cap,リオハートキャップ,樱火龙软帽
RATH_HEART_CAP_PLUS,Rath Heart Cap+,リオハートＧキャップ,樱火龙Ｇ软帽
RATH_HEART_CAP_S,Rath Heart Cap S,リオハートＳキャップ,樱火龙Ｓ软帽
RATH_HEART_COAT,Rath Heart Coat,リオハートコート,樱火龙围腰
RATH_HEART_COAT_PLUS,Rath Heart Coat+,リオハートＧコート,樱火龙Ｇ围腰
RATH_HEART_COAT_S,Rath Heart Coat S,リオハートＳコート,樱火龙Ｓ围腰
RATH_HEART_GREAVES,Rath Heart Greaves,リオハートグリーヴ,樱火龙胫甲
RATH_HEART_GREAVES_PLUS,Rath Heart Greaves+,リオハートＧグリーヴ,樱火龙Ｇ胫甲
RATH_HEART_GREAVES_S,Rath Heart Greaves S,リオハートＳグリーヴ,樱火龙Ｓ胫甲
RATH_HEART_GUARDS,Rath Heart Guards,リオハートガード,樱火龙护臂
RATH_HEART_GUARDS_PLUS,Rath Heart Guards+,リオハートＧガード,樱火龙Ｇ护臂
RATH_HEART_GUARDS_S,Rath Heart Guards S,リオハートＳガード,樱火龙Ｓ护臂
RATH_HEART_HELM,Rath Heart Helm,リオハートヘルム,樱火龙头铠
RATH_HEART_HELM_PLUS,Rath Heart Helm+,リオハートＧヘルム,樱火龙Ｇ头铠
RATH_HEART_HELM_S,Rath Heart Helm S,リオハートＳヘルム,樱火龙Ｓ头铠
RATH_HEART_LEGGINGS,Rath Heart Leggings,リオハートレギンス,樱火龙护胫
RATH_HEART_LEGGINGS_PLUS,Rath Heart Leggings+,リオハートＧレギンス,樱火龙Ｇ护胫
RATH_HEART_LEGGINGS_S,Rath Heart Leggings S,リオハートＳレギンス,樱火龙Ｓ护胫
RATH_HEART_MAIL,Rath Heart Mail,リオハートメイル,樱火龙铠甲
RATH_HEART_MAIL_PLUS,Rath Heart Mail+,リオハートＧメイル,樱火龙Ｇ铠甲
RATH_HEART_MAIL_S,Rath Heart Mail S,リオハートＳメイル,樱火龙Ｓ铠甲
RATH_HEART_TASSET,Rath Heart Tasset,リオハートコイル,樱火龙腰甲
RATH_HEART_TASSET_PLUS,Rath Heart Tasset+,リオハートＧコイル,樱火龙Ｇ腰甲
RATH_HEART_TASSET_S,Rath Heart Tasset S,リオハートＳコイル,樱火龙Ｓ腰甲
RATH_HEART_VAMBRACES,Rath Heart Vambraces,リオハートアーム,樱火龙臂甲
RATH_HEART_VAMBRACES_PLUS,Rath Heart Vambraces+,リオハートＧアーム,樱火龙Ｇ臂甲
RATH_HEART_VAMBRACES_S,Rath Heart Vambraces S,リオハートＳアーム,樱火龙Ｓ臂甲
RATH_HEART_VEST,Rath Heart Vest,リオハートレジスト,樱火龙轻甲
RATH_HEART_VEST_PLUS,Rath Heart Vest+,リオハートＧレジスト,樱火龙Ｇ轻甲
RATH_HEART_VEST_S,Rath Heart Vest S,リオハートＳレジスト,樱火龙Ｓ轻甲
RATH_METAL_TASSET,Rath Metal Tasset,リオメタルフォールド,龙金腰甲
RATH_SOUL_CAP,Rath Soul Cap,リオソウルキャップ,苍火龙软帽
RATH_SOUL_CAP_PLUS,Rath Soul Cap+,リオソウルＧキャップ,苍火龙Ｇ软帽
RATH_SOUL_CAP_S,Rath Soul Cap S,リオソウルＳキャップ,苍火龙Ｓ软帽
RATH_SOUL_COAT,Rath Soul Coat,リオソウルコート,苍火龙围腰
RATH_SOUL_COAT_PLUS,Rath Soul Coat+,リオソウルＧコート,苍火龙Ｇ围腰
RATH_SOUL_COAT_S,Rath Soul Coat S,リオソウルＳコート,苍火龙Ｓ围腰
RATH_SOUL_GREAVES,Rath Soul Greaves,リオソウルグリーヴ,苍火龙胫甲
RATH_SOUL_GREAVES_PLUS,Rath Soul Greaves+,リオソウルＧグリーヴ,苍火龙Ｇ胫甲
RATH_SOUL_GREAVES_S,Rath Soul Greaves S,リオソウルＳグリーヴ,苍火龙Ｓ胫甲
RATH_SOUL_GUARDS,Rath Soul Guards,リオソウルガード,苍火龙护臂
RATH_SOUL_GUARDS_PLUS,Rath Soul Guards+,リオソウルＧガード,苍火龙Ｇ护臂
RATH_SOUL_GUARDS_S,Rath Soul Guards S,リオソウルＳガード,苍火龙Ｓ护臂
RATH_SOUL_HELM,Rath Soul Helm,リオソウルヘルム,苍火龙头铠
RATH_SOUL_HELM_PLUS,Rath Soul Helm+,リオソウルＧヘルム,苍火龙Ｇ头铠
RATH_SOUL_HELM_S,Rath Soul Helm S,リオソウルＳヘルム,苍火龙Ｓ头铠
RATH_SOUL_LEGGINGS,Rath Soul Leggings,リオソウルレギンス,苍火龙护胫
RATH_SOUL_LEGGINGS_PLUS,Rath Soul Leggings+,リオソウルＧレギンス,苍火龙Ｇ护胫
RATH_SOUL_LEGGINGS_S,Rath Soul Leggings S,リオソウルＳレギンス,苍火龙Ｓ护胫
